42270743	-1.410820
66846879	-0.903868
82968851	-1.409399
31326589	-1.191991
31195533	-1.462498
21103202	-1.345540
32899744	-1.398430
14811902	1.639667
15336222	-0.707107
21627723	-0.975488
86792883	0.579454
31368483	-0.803529
156369951	-0.969972
102892675	-0.343475
41027092	-0.606365
24051843	-0.718059
21539779	-1.303530
39736945	-1.437857
21102895	-1.269228
17434419	-0.527887
18876252	-1.267684
50988895	1.000000
64227195	-1.745178
208406554	-1.433778
44042395	-1.601070
139679441	-0.588354
13502742	-1.402383
20973968	-0.268638
72068179	0.681821
2886371	-1.000000
28838632	-2.577863
19663669	-1.316187
24906570	0.314681
39717732	-1.304008
71893483	-1.220019
87359997	-1.776442
65276922	-1.357914
15207485	-1.618273
82709570	-1.222820
137366794	-1.000000
145100052	-1.432920
27397543	-0.521610
155717319	-1.262783
35655478	-0.900322
49811632	-0.964794
72356100	-1.393914
61083981	-1.294445
143502736	1.908345
140513692	-1.000000
106435015	2.150374
168297227	-2.344710
21369460	-1.729940
26088071	0.910075
78910122	-0.389785
55448242	-2.096809
18092823	-0.707107
81527601	-2.035699
96473963	0.517593
109450094	-0.997598
26805053	-1.227011
14292025	-0.204541
93367857	0.637692
58196872	-2.321937
16258378	-0.641404
18093455	-1.267109
85285112	-1.456864
328734205	-1.256645
24385069	-0.381077
117184063	-0.767488
73799492	-0.378762
38148187	-1.678382
35919994	-1.976901
138942633	-1.582720
216406189	-1.130978
24385717	-1.101818
60954995	-1.800610
115480996	-0.713907
14162376	-0.629698
76946022	1.162179
187964052	-0.026240
111549110	-0.074026
68557497	0.658149
119937743	0.782080
127408870	-2.610696
117316406	-0.403810
20585419	-0.625131
75111473	-1.000000
21503139	0.284323
17964253	-0.977026
41688329	1.468528
14425441	-1.237065
40902013	-1.412991
69737890	-1.789175
32775639	-1.998781
19275228	-0.073022
20323833	-0.730198
23207477	-1.899310
39257355	-1.913887
16391802	-1.497045
23994002	0.213170
286007014	-1.800193
19537681	-1.983759
43131012	-0.640532
16392325	-1.645111
24125588	-1.260194
106307768	-1.714007
135143666	-1.414214
48432517	-1.576619
35529022	-1.214566
20536040	-1.543844
41165343	-1.731754
170533538	-1.243837
19290910	-1.299650
19276657	-0.847387
17521509	-1.974178
33039548	-1.183248
14165209	-1.298661
42345695	-1.995624
22349365	-1.744834
129901896	-0.395787
80225622	-0.940218
130557297	-2.366734
21803253	0.877436
18752997	-0.699374
155854313	-0.885658
36841005	-1.008784
90266555	-2.095211
19932795	-1.403583
51127966	-1.412763
51127966	-1.701320
31467174	-1.368006
29501214	-1.386939
14296941	-1.424755
213395377	-1.476096
15345590	-1.203086
79453179	-0.425879
853671	-1.924691
38283352	-0.398324
28584041	-0.812940
63449267	-2.616304
24258786	-1.774022
107096319	-2.248842
21244226	-0.620131
84829171	-1.229600
2238911	-1.180250
105261520	-1.426681
30026258	-1.598723
72909671	-1.929273
54143559	-0.492301
32909917	-1.908748
40774246	-2.231005
44051064	-2.287003
36580003	-2.155447
48105253	-0.300822
16264005	1.226561
40250211	-1.519788
31599651	-1.506168
16002153	-0.925533
26619117	-1.137259
17837391	-1.268416
208285056	-1.472815
64630179	-2.012192
12594612	-1.397098
126234073	-1.411537
15740392	-1.904444
236203550	-1.660863
31328190	-0.065071
26226514	-1.570722
43265915	-0.605912
158216177	-1.924339
65974956	-1.000000
20361903	-1.616008
15740958	-1.000000
123351091	-0.790255
19411034	-1.730389
311177503	-0.281057
23081295	-1.245906
64292921	-0.959956
1585501	-1.346416
24785256	-1.732051
275187776	0.834464
71840198	-1.379619
139266134	-1.249614
230961684	-2.090622
55456299	-2.128817
23343672	-0.035149
19411605	-1.624696
104084175	-0.037872
163459816	-2.375547
124531485	-2.126548
36451225	0.870085
13270	-0.414383
17052689	-0.689545
63452262	-0.819578
183514368	-1.217690
134493506	-1.518768
40908123	-1.777699
114570642	-0.185297
114570642	-2.237985
19412421	-0.863318
91370952	-1.448730
34092512	-0.385778
22655910	0.697991
27407869	-1.293505
31340064	-1.681392
44840592	0.177847
21378977	-1.664013
27932601	-0.840514
82196496	-1.289804
131086387	-0.236314
25835743	-1.110560
120338679	-0.770641
66861323	-1.622634
66599239	-0.081480
72104268	-0.725545
28719441	-2.607756
40909146	1.557601
42972220	-0.628559
15874540	-1.059234
17840621	-1.667829
61749961	-1.642591
145373996	-1.965460
200804838	-1.038484
14220119	-1.391322
24919075	-1.487647
63847496	-1.450801
15219816	-0.915859
22166746	-0.010262
16321114	-0.688587
16321114	-1.827322
15744603	-1.855284
11812472	-0.978199
18366091	-0.663592
113786768	-1.539513
12337082	-0.925429
174735317	-0.577350
33753767	-0.309267
117194812	-1.413805
147563	-1.572616
53231848	-0.104945
20112263	-1.073164
156516773	-2.042455
156516773	-1.435539
18367044	0.642636
18367044	-0.257645
68138422	-1.144052
237650625	-1.000000
66994935	-1.233585
73861930	-2.452253
48644906	-2.218414
38412716	-0.123318
25445213	-1.657741
29210106	-1.182790
17610242	-1.829077
767531	-0.512780
22299947	-1.150879
248399170	-1.360240
15877456	-1.547136
14959969	-2.623876
17100782	-1.876309
33441136	0.002116
224413170	-1.248750
14435889	0.719066
31475262	-1.178663
23873125	-1.106536
91506287	-1.406277
55199418	-0.788694
108676813	-1.786422
14304999	1.000000
20072283	-1.272938
804744	-0.577350
45500343	-0.525718
30951516	0.019714
32786555	-1.284568
38160549	-1.323592
25708824	0.298538
132925842	-1.888939
173951438	-2.143083
20335101	-1.140471
34228854	-0.373333
97143523	-0.635239
21121912	-0.914604
66341774	-0.458586
8407952	-1.036003
22956982	-1.298057
78449827	-2.261961
78449827	-1.383589
49826878	0.154274
6425782	0.100550
31870030	-1.486699
29641866	-2.168345
19052397	-1.084296
104353036	-1.218089
21761242	-0.769507
37637431	-0.266324
24923489	-0.051276
70798736	-1.663479
35147155	-1.134551
48123296	-0.194813
218335794	-2.008653
14962318	-1.665462
45633200	0.358504
51531463	-0.978780
25710502	-1.780372
21122993	0.945746
146690145	0.245128
109990057	-0.678567
21778630	-1.062843
33706211	-0.467099
301748470	-1.812446
61257793	-0.907890
22565360	0.468668
27021822	-1.922738
16496765	-1.269147
21386045	0.239894
51794811	-1.691884
22696890	-1.552515
6443972	1.762047
39998410	-0.565933
48387151	-1.101122
48387151	-1.980235
37490202	-1.802108
14701748	1.050003
12342632	-1.135186
81942087	-1.574825
17847886	-1.175357
75703342	-0.408248
106321820	0.447214
130701268	-0.230674
144857064	-1.742160
95279503	-1.213517
25843852	-1.527056
19159193	-0.391213
30693572	-0.783162
85743816	1.054857
170678476	-0.108101
27285768	-2.570766
7817622	-2.027562
92234834	-1.838027
71656541	-2.387805
23222847	-1.865228
85351528	-1.000000
21519472	-0.829626
30170229	-0.052917
14196104	-0.597318
29908138	0.671186
67394736	-0.718176
30039328	-0.830975
5791022	-1.858084
22461000	-0.451476
161178874	-1.504441
25714160	-1.424829
31481350	-1.680227
102784548	-0.892894
30432946	-2.447023
